story_title,document,status,implementation_note,fixture_id,states,play_steps,visual_assertions,implementation_status,screen_id
31 Kampanie płatne/Atrybucja i sprzedaż,08-kampanie-platne/31-04-atrybucja-i-sprzedaz.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/168-31-04-atrybucja-i-sprzedaz.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,31.04
31 Kampanie płatne/Budżet,08-kampanie-platne/31-05-budzet.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/169-31-05-budzet.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,31.05
31 Kampanie płatne/Diagnostyka,08-kampanie-platne/31-06-diagnostyka.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/170-31-06-diagnostyka.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,31.06
31 Kampanie płatne/Lista kampanii,08-kampanie-platne/31-02-lista-kampanii.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/171-31-02-lista-kampanii.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,31.02
31 Kampanie płatne/Przegląd,08-kampanie-platne/31-01-przeglad.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/172-31-01-przeglad.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,31.01
31 Kampanie płatne/Rekomendacje — kontekst domenowy,08-kampanie-platne/31-07-rekomendacje-kontekst-domenowy.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/173-31-07-rekomendacje-kontekst-domenowy.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,31.07
31 Kampanie płatne/Szczegóły kampanii,08-kampanie-platne/31-03-szczegoly-kampanii.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/174-31-03-szczegoly-kampanii.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,31.03
31 Kampanie płatne/Warianty kampanii,08-kampanie-platne/31-08-warianty-kampanii.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/175-31-08-warianty-kampanii.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,31.08
32 Zamówienia/Eksport,09-zamowienia/32-07-eksport.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/176-32-07-eksport.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,32.07
32 Zamówienia/Lista,09-zamowienia/32-02-lista.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/177-32-02-lista.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,32.02
32 Zamówienia/Oś zdarzeń,09-zamowienia/32-04-os-zdarzen.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/178-32-04-os-zdarzen.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,32.04
32 Zamówienia/Porównanie źródeł,09-zamowienia/32-05-porownanie-zrodel.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/179-32-05-porownanie-zrodel.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,32.05
32 Zamówienia/Przegląd,09-zamowienia/32-01-przeglad.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/180-32-01-przeglad.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,32.01
32 Zamówienia/Rekoncyliacja — skrót,09-zamowienia/32-06-rekoncyliacja-skrot.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/181-32-06-rekoncyliacja-skrot.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,32.06
32 Zamówienia/Szczegóły,09-zamowienia/32-03-szczegoly.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/182-32-03-szczegoly.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,32.03
32 Zamówienia/Warianty zamówień,09-zamowienia/32-08-warianty-zamowien.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/183-32-08-warianty-zamowien.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,32.08
33 Produkty/Analiza wpływu,10-produkty/33-08-analiza-wplywu.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/184-33-08-analiza-wplywu.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,33.08
33 Produkty/Katalog,10-produkty/33-02-katalog.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/185-33-02-katalog.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,33.02
33 Produkty/Kolejka braków,10-produkty/33-07-kolejka-brakow.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/186-33-07-kolejka-brakow.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,33.07
33 Produkty/Mapowanie,10-produkty/33-04-mapowanie.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/187-33-04-mapowanie.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,33.04
33 Produkty/Oferty,10-produkty/33-05-oferty.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/188-33-05-oferty.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,33.05
33 Produkty/Przegląd,10-produkty/33-01-przeglad.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/189-33-01-przeglad.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,33.01
33 Produkty/Szczegóły,10-produkty/33-03-szczegoly.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/190-33-03-szczegoly.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,33.03
33 Produkty/Warianty produktów,10-produkty/33-09-warianty-produktow.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/191-33-09-warianty-produktow.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,33.09
33 Produkty/Wydajność,10-produkty/33-06-wydajnosc.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/192-33-06-wydajnosc.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,33.06
34 Klienci/Analiza wpływu,11-klienci/34-07-analiza-wplywu.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/193-34-07-analiza-wplywu.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,34.07
34 Klienci/Kohorty,11-klienci/34-03-kohorty.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/194-34-03-kohorty.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,34.03
34 Klienci/Konflikty tożsamości,11-klienci/34-05-konflikty-tozsamosci.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/195-34-05-konflikty-tozsamosci.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,34.05
34 Klienci/Prywatność,11-klienci/34-06-prywatnosc.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/196-34-06-prywatnosc.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,34.06
34 Klienci/Przegląd,11-klienci/34-01-przeglad.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/197-34-01-przeglad.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,34.01
34 Klienci/Segmenty,11-klienci/34-02-segmenty.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/198-34-02-segmenty.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,34.02
34 Klienci/Szczegóły pseudonimizowane,11-klienci/34-04-szczegoly-pseudonimizowane.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/199-34-04-szczegoly-pseudonimizowane.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,34.04
34 Klienci/Warianty klientów,11-klienci/34-08-warianty-klientow.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/200-34-08-warianty-klientow.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,34.08
35 Ruch na stronie i lejek sprzedażowy/Definicje lejka,12-ruch-i-lejek/35-05-definicje-lejka.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/201-35-05-definicje-lejka.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,35.05
35 Ruch na stronie i lejek sprzedażowy/GA4 vs zamówienia,12-ruch-i-lejek/35-06-ga4-vs-zamowienia.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/202-35-06-ga4-vs-zamowienia.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,35.06
35 Ruch na stronie i lejek sprzedażowy/Jakość zdarzeń,12-ruch-i-lejek/35-07-jakosc-zdarzen.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/203-35-07-jakosc-zdarzen.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,35.07
35 Ruch na stronie i lejek sprzedażowy/Kanały,12-ruch-i-lejek/35-02-kanaly.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/204-35-02-kanaly.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,35.02
35 Ruch na stronie i lejek sprzedażowy/Lejek — szczegóły kroku,12-ruch-i-lejek/35-04-lejek-szczegoly-kroku.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/205-35-04-lejek-szczegoly-kroku.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,35.04
35 Ruch na stronie i lejek sprzedażowy/Lejek — widok,12-ruch-i-lejek/35-03-lejek-widok.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/206-35-03-lejek-widok.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,35.03
35 Ruch na stronie i lejek sprzedażowy/Przegląd ruchu,12-ruch-i-lejek/35-01-przeglad-ruchu.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/207-35-01-przeglad-ruchu.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,35.01
35 Ruch na stronie i lejek sprzedażowy/Strony wejścia,12-ruch-i-lejek/35-08-strony-wejscia.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/208-35-08-strony-wejscia.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,35.08
35 Ruch na stronie i lejek sprzedażowy/Warianty ruchu,12-ruch-i-lejek/35-09-warianty-ruchu.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/209-35-09-warianty-ruchu.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,35.09
40 Integracje i synchronizacja/Awaria providera,13-integracje-i-synchronizacja/40-09-awaria-providera.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/210-40-09-awaria-providera.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,40.09
40 Integracje i synchronizacja/Historia synchronizacji,13-integracje-i-synchronizacja/40-04-historia-synchronizacji.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/211-40-04-historia-synchronizacji.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,40.04
40 Integracje i synchronizacja/Katalog integracji,13-integracje-i-synchronizacja/40-01-katalog-integracji.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/212-40-01-katalog-integracji.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,40.01
40 Integracje i synchronizacja/Kreator połączenia,13-integracje-i-synchronizacja/40-02-kreator-polaczenia.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/213-40-02-kreator-polaczenia.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,40.02
40 Integracje i synchronizacja/Odłączenie,13-integracje-i-synchronizacja/40-08-odlaczenie.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/214-40-08-odlaczenie.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,40.08
40 Integracje i synchronizacja/Ponowne połączenie,13-integracje-i-synchronizacja/40-07-ponowne-polaczenie.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/215-40-07-ponowne-polaczenie.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,40.07
40 Integracje i synchronizacja/Przebieg synchronizacji,13-integracje-i-synchronizacja/40-05-przebieg-synchronizacji.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/216-40-05-przebieg-synchronizacji.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,40.05
40 Integracje i synchronizacja/Szczegóły integracji,13-integracje-i-synchronizacja/40-03-szczegoly-integracji.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/217-40-03-szczegoly-integracji.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,40.03
40 Integracje i synchronizacja/Warianty integracji,13-integracje-i-synchronizacja/40-10-warianty-integracji.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/218-40-10-warianty-integracji.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,40.10
40 Integracje i synchronizacja/Zakres synchronizacji,13-integracje-i-synchronizacja/40-06-zakres-synchronizacji.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/219-40-06-zakres-synchronizacji.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,40.06
41 Jakość danych i integralność/Centrum jakości,14-jakosc-danych-i-integralnosc/41-01-centrum-jakosci.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/220-41-01-centrum-jakosci.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,41.01
41 Jakość danych i integralność/Konflikty,14-jakosc-danych-i-integralnosc/41-06-konflikty.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/221-41-06-konflikty.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,41.06
41 Jakość danych i integralność/Nadrzędność źródła,14-jakosc-danych-i-integralnosc/41-05-nadrzednosc-zrodla.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/222-41-05-nadrzednosc-zrodla.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,41.05
